Elizeh’s Mistake,"Little Elizeh is attracted by a bottle of perfume on her mother's dressing table. Unfortunately, the bottle slips from her hand and breaks. Elizeh gets scared and lies to her mother, trying to put the blame on the family cat. Will Elizeh get away with the lie? What happens next?  Read on to find out.
Author Description  

Roohi Haq is a veteran educationist, who has worked as a primary school teacher as well as a teacher trainer. Her stories are based on her experiences with her grandchildren.
",PKR 135,Roohi Haq,9780199408603,,,,Paperback,,,images/9780199408603.jpg,https://oup.com.pk/new-arrivals/elizeh-s-mistake.html
Roshni kay Meenar: Hyder Bakhsh Jatoi,"Sindh’s great poet, author and farmers’ voice, Hyder Bakhsh Jatoi, worked hard for rights of peasants and labourers. He is often remembered as the ‘Father of Sindh’. This book is about his life.
",PKR 165,Anwer Abro,9780199402427,,,,Paperback,,,images/9780199402427.jpg,https://oup.com.pk/new-arrivals/roshni-kay-meenar-hyder-bakhsh-jatoi.html
Alif Se Yay Tak Nannhay Geet Aur Nazmain (with Interactive CD),"With coloured pictures on every page, this book and the accompanying CD bring together fun and education to interest children. This has been developed according to principles of educating through sound. The songs and poems of the letters of the alphabet and the way they sound have been delivered in a memorable manner. With the help of the CD, the child can easily read the book.
",PKR 350,Zara Mumtaz,9780199404001,,,,Paperback,,,images/9780199404001.jpg,https://oup.com.pk/new-arrivals/alif-se-yay-tak-nannhay-geet-aur-nazmain.html
Human Rights,"This book is meant to serve as an introduction to human rights for children in their early teens, or younger.  It includes the 30 human rights as stated in the United Nations Declaration of Human Rights, rephrased for young readers. It explains what human rights are; it also recounts the evolution of the idea of human rights through a brief history in which some landmarks in the understanding of human rights are highlighted.
Author Description  

Amina Azfar is a freelance writer, translator, and editor who has authored textbooks and storybooks for children in English and Urdu.
",PKR 275,Amina Azfar,9780199408696,,,,Paperback,,,images/9780199408696.jpg,https://oup.com.pk/new-arrivals/human-rights.html
A Visit to the Dentist,"Talha has to go visit the dentist, but he&rsquo;s feeling scared. His mother and father help calm him down, and his sister shares his favourite toy. Will Talha manage to be brave and go to the dentist after all?
Author Description  

Maheen Zeeshan is a primary teacher in the Middle East, a content writer, and the mother of two kids. She draws her inspiration of stories from her children.
",PKR 195,Maheen Zeeshan,9780199405923,,,,Paperback,,,images/9780199405923.jpg,https://oup.com.pk/new-arrivals/a-visit-to-the-dentist.html
Outlook: A Journal of Opinion,"The Outlook magazine was one of the few national journals that upheld the spirit of true journalism and challenged the dominant regime of its time. The articles in this selection serve to highlight a critical and tumultuous period in Pakistan&rsquo;s history. Penned by prestigious writers, journalists, and intellectuals, these articles effectively voiced opinions on the most important issues and concerns of the 1971 conflict in a courageous manner. This compilation primarily covers several perspectives of the East Pakistan (now Bangladesh) debacle along with perspectives on Zulfikar Ali Bhutto and Afghanistan. The issues discussed in the articles are as relevant today as they were then.
Author Description  

Iqbal Hasan Burney was born in 1926 in Bulandshahr, India. He completed his graduate studies from Aligarh University and obtained his Master&rsquo;s in Journalism from Stanford University, USA. After Partition in 1947, Burney became Chief Correspondent for APP (Associated Press of Pakistan). He also worked for the Morning News, Dawn, and Pakistan Observer. In 1962, Burney started the weekly Outlook in an attempt to create space for intellectually stimulating dialogues. While the weekly was received with great enthusiasm by the nation&rsquo;s intellectual community, the venture turned out to be short-lived; in 1964 it was forced to shut down by the Ayub government. In 1972, Burney revived Outlook under the Bhutto regime in the hope that it will enjoy the benefits of constitutional protection of freedom of expression. However, this hope too was shattered when Outlook was banned again on 20 July 1974 following Bhutto&rsquo;s accusation of the magazine having gone too far.  

Burney was a committed journalist, and a founding member of the Karachi Press Club that was established in 1958.  

I. H. Burney passed away in Karachi on 26 February 1993.
",PKR 950,"Selected Articles

Editor: I. H. Burney",9780199407699,2018,,,Paperback,,384 pages,images/9780199407699.jpg,https://oup.com.pk/new-arrivals/outlook-a-journal-of-opinion.html
Graphic Stories: Adib Rizvi,"This graphic story covers the life of renowned Pakistani philanthropist and founder of the Sindh Institute of Urology and Transplantation (SIUT), Dr Adib Rizvi. It captures his inspirational life including his humanitarian services, contributions to the field of medicine, and his pioneering work in organ transplant surgery. An intriguing and influential read for children.
Author Description  

Shahbano Bilgrami is a writer, poet, and editor who lives in Corning, New York, with her husband and her own dakoo-busting, pirate-hustling, real-life superhero-daughters, Daloo, Anni, and Coco Mai.
",PKR 260,Shahbano Bilgrami,9780199404797,,,,Paperback,,,images/9780199404797.jpg,https://oup.com.pk/new-arrivals/adib-rizvi.html
The Charismatic Leader Second Edition,"Based on the concept of charisma formulated by Max Weber and developed by recent writers, this second revised edition concentrates on &lsquo;personality-related&rsquo; and &lsquo;situational&rsquo; factors that led to the emergence of Quaid-i-Azam Mohammad Ali Jinnah as the charismatic leader of Muslim India and sustained and strengthened him in that role to help create the separate state of Pakistan. While a few authors have dubbed Jinnah as a charismatic leader, hardly any one has defined or discussed the concept of charisma methodically or employed it systematically to analyse his charisma and charismatic leadership. In this sense, the present study is distinct and makes an original and unique contribution to the scholarly literature on Jinnah&rsquo;s political leadership. Dr Roger D. Long, a distinguished American historian on South Asia, thus acknowledged: &lsquo;Dr Hayat&rsquo;s analysis of Jinnah as a charismatic figure fills an important lacuna in the field&rsquo;. Hence, this study will help interested, informed readers to see Jinnah in a new, fuller, and refreshing light. They will see a new Jinnah: The Charismatic Leader!
Author Description  

Dr Sikandar Hayat is Distinguished Professor of History and Public Policy and Dean, Faculty of Social Sciences at FC College University, Lahore. He joined the university in 2013. In 2014-17, he was Chair of History/Pakistan Studies Department. Earlier, in 2006-12, he worked as Directing Staff (Research) at National Management College (formerly Pakistan Administrative Staff College) and Dean, National Institute of Public Policy at the National School of Public Policy, Lahore. In 1973-2006, he was associated with the Quaid-i-Azam University, Islamabad, first teaching at the Department of Pakistan Studies, till 1983, and then at the Department of History till his retirement in 2006, as Meritorious Professor of History and Chair of the department. In 1995-96, he was American Institute of Pakistan Studies Scholar-in-Residence and taught courses at the Western Michigan and Arkansas State (Jonesboro) universities in the USA. In 2006, he taught at Juniata College, Huntingdon, Pennsylvania, USA, under Fulbright Visiting Specialists Program, &lsquo;Direct Access to the Muslim World&rsquo;. In 1991-95, he served as Education Counselor at the Embassy of Pakistan in Washington DC, USA.  

Dr Hayat has extensively written on Quaid-i-Azam Mohammad Ali Jinnah, and the Pakistan Movement and its political leadership in national and international journals. In 2016, the National Institute of Historical and Cultural Research (NIHCR) published the third revised, expanded, and updated edition of his book, Aspects of the Pakistan Movement, a standard book on the subject. Currently, he is working on a manuscript tentatively titled, &lsquo;A Leadership Odyssey: From Muslim Separatism to Muslim Separatist Political Movement to Separate State of Pakistan&rsquo;. He is also engaged in the preparation of an edited volume on Pakistan Studies for college students in Pakistan (and abroad).  

</br>

The first edition of the book received the Higher Education Commission of Pakistan&rsquo;s &lsquo;Best Book Publication Award&rsquo; in Social Sciences and Humanities (2011).
",PKR 895,"Quaid-i-Azam Mohammad Ali Jinnah and the Creation of Pakistan

Sikandar Hayat",9780199409112,2014,,,Paperback,,520 pages,images/9780199409112.jpg,https://oup.com.pk/new-arrivals/the-charismatic-leader-second-edition.html
Sindhi Adab: Aik Mukhtasar Tareekh,"This book covers the history of Sindhi literature and changes occurs during last seventy years in all genres of Sindhi literature including short-story, poetry, travelogues etc. It also presents the summary of the situation of Sindhi literature before the partition. An effort has been going on to learn the national language Urdu as well as regional languages literature and to make homogeneity among them. In this book, during the last seventy years, the created literary topics and literary tendencies as well as literature influenced by political and social affairs of the contemporary have been offered. Thus, the book is not only related to Sindhi language and literature but also to be proved as a major part of the history of Pakistani literature. In the same way, this will not only be studied by Urdu speaking readers but also by regional language speaking people. Urdu speakers are not only living in Pakistan but also in other countries of the world, therefore, the book will not only having interest for the internal Urdu speaking folks (Pakistan) but also the people who are abroad.
Author Description  

Attiya Dawood, the celebrated Sindhi poet, writer, activist, has been hailed as the &lsquo;most important feminist writer in Sindhi&rsquo; by Shaikh Ayaz, the renowned Sindhi poet. Through her writings she has highlighted the oppression of women in Pakistani society in the name of tradition. In her poetry she raises her voice against misogyny and bias and in support of women who fight for empowerment and equal rights with men. Atiya Dawood&rsquo;s work has found appreciation in Pakistan and abroad. Her poems have been translated into German by Annemarie Schimmel, the noted Iranologist and scholar who wrote extensively on Islam and Sufism, and also into English and Urdu. A poem was published in Jane Goodwin&rsquo;s Book The Price of Honour. She has published six books and articles on women&rsquo;s rights, peace, justice, gender issues in the major national dailies and literary magazines. She is a recipient of the Sindh Adeeb Award awarded by Akhil Bharat Sindhi Boli Ain Sahit Sabha, India. Born in a small village of Sindh, she got her education from Hyderabad and obtained a Master&rsquo;s degree in Sindhi Literature from University of Sindh, Jamshoro. She also got legal aid training from Zia Awan a famous lawyer. Her various articles are being published in various journals and publications. She is currently working as a script editor for a private television channel and has published many books in Sindhi and Urdu languages.
",PKR 625,Attiya Dawood,9780190700188,2019,,,Paperback,,320 pages,images/9780190700188.jpg,https://oup.com.pk/new-arrivals/sindhi-adab-aik-mukhtasar-tareekh.html
Pakistan’s Radioactive Decade,"Pakistan&rsquo;s Radioactive Decade focuses on the cultural output of the 1970s, the most momentous ten years in the nation&rsquo;s history. The book examines the unprecedented experimentation that occurred in a diverse range of fields, including art, dance, music, television, fashion, and advertising, among others.  

Over forty writers present their reflections of the national scene. The book also includes the interviews of many iconic figures from the 1970s. The catalyst for the book was an exhibition by the same title held at Amin Gulgee Gallery in March 2016. Co-curators Niilofur Farrukh and Amin Gulgee commissioned 47 artists of different ages to create work inspired by this pivotal decade. These visual acts of remembering and reflecting are included in the book as well.  

Pakistan&rsquo;s Radioactive Decade serves as a testimony of the times. Voices of the nation have shared their memories of this vibrant and turbulent decade&mdash;an era which older generations reminisce over and the younger generation strives to comprehend.    
  Haamid Rahim - Khabarnama (Travel to the 1970's)
Author Description  

Niilofur Farrukh is an art interventionist whose seminal initiatives have expanded the space for art publication, curation and public art. She co-founded NuktaArt and served as its Founder Editor (2004-14). Her book Pioneering Perspectives was aimed at countering the anti-women narrative of the 1980s. She co-curated four asna Clay triennials to reclaim the craftart continuum and make it relevant to contemporary practices. Niilofur is the curator of the No Honor in Killing, an exhibition on violence against women dedicated to the victims of the Nasarpur incident. She is one of the founders of Karachi Biennale Trust (2017) that established the Karachi Biennale and currently serves as its Managing Trustee and ceo. Niilofur is President of AICA Pakistan. She writes regularly forDawn and Newsline.  
</br>  

Amin Gulgee is an artist and curator living and working in Karachi. He received a ba in Art History and Economics from Yale University in 1987 and won the Conger B. Goodyear Fine Arts Award for his senior thesis on Moghul gardens. He works primarily in sculpture, installation and performance. He has held multiple solo exhibitions worldwide, including his latest, &ldquo;7&rdquo; Galleria d&rsquo;Arte Moderna and &ldquo;7.7&rdquo; in Italy in 2018, as well as international group shows. Amin has curated numerous group exhibitions at his eponymous noncommercial gallery in Karachi and elsewhere and was Chief Curator of the inaugural Karachi Biennale in 2017. Gulgee&rsquo;s work is in important international collections and he has received numerous awards, including the President&rsquo;s Pride of Performance in 2005, one of Pakistan&rsquo;s highest civilian honours.  
</br>  

John McCarry received a ba in East Asian Studies from Yale University in 1986. His articles have appeared in National Geographic and geo, among other publications. He is the author of County Fairs, published by National Geographic Society in 1997. He has served as coordinator of Amin Gulgee Gallery in Karachi since its inception in 2000.
","PKR 3,500","An Informal Cultural History of the 1970s

Edited by Niilofur Farrukh, Amin Gulgee, and John McCarry",9780199405695,February 2019,,,Hardback,,596 pages,images/9780199405695.jpg,https://oup.com.pk/forthcoming/pakistan-s-radioactive-decade.html
Grandpa’s Old Pen,"On a rainy day, Wasim and Tahir are stuck inside. When Wasim finds a special pen, Tahir wants one too. What can the special pen do? Will Wasim share? Read and find out.
Author Description  

Chitra Soundar is an Indian-born British author of children&rsquo;s books. Her stories often revolve around family life and childhood pastimes.
",PKR 185,Chitra Soundar,9780199408597,,,,Paperback,,,images/9780199408597.jpg,https://oup.com.pk/forthcoming/grandpa-s-old-pen.html
PAKISTAN CINEMA 1947–1997 Second Edition,"First published in 1997 to commemorate the fiftieth anniversary of the creation of Pakistan, the book features a review of films before Partition, plots of great cinema classics, trivia, and cinema lore. It contains anecdotes and reminiscences about the people who shaped the entertainment industry, as well as interviews with directors and producers. But alongside the trivia is a clever synthesis juxtaposing the artistic development of the cinematic world with the overall social development in the country. It shows how the narrow self-interest of the ruling clique clashed with the creative potential of the artistic world, stifling originality and all but destroying the film industry. The narrative is punctuated with over a hundred photographs and contains an index of all the films made to date.  

In this second edition of Mushtaq Gazdar&rsquo;s seminal work, I. A. Rehman, Haris Gazdar, and Aisha Gazdar provide an overview of the two decades since, marking seventy years of the country&rsquo;s film industry. The filmography has also been updated to include the last two decades.
","PKR 2,495","INTRODUCTION BY I. A. REHMAN

MUSHTAQ GAZDAR",9780199408528,February 2019,,,Hardback,,436 pages,images/9780199408528.jpg,https://oup.com.pk/forthcoming/pakistan-cinema-1947-1997.html
Defiance of the Rose,"The ebullience and vigour that famously marked the person of Perveen Shakir shines through in her work as well. This curation of hundred poems showcases her flair in a diverse poetic palette. On one end of the spectrum, we have poems that read like an open book, such as &lsquo;Moon&rsquo; and &lsquo; Echo&rsquo;. On the other end, there are more complex pieces, which unlock their meaning more reluctantly, such as the beguilingly titled &lsquo;Tomato Ketchup&rsquo;, which marches steadily on to its startling conclusion, and the endlessly nuanced &lsquo;Those with the Memory of Camels&rsquo;, which unveils a new shade upon every reading.  

Also included in this collection are some insightful and astutely observed portraits of ordinary men and women in society as well as well-known figures. Rendered with the lightness of a water colour, their readability draws us in, and makes it all the more impactful when the final irony of their situation strikes at closure.  

All said and done, her signature poems will, perhaps, always remain the ones in which she explores the full spectrum of feminine experience without apology, from its pleasures to its ordeals, and the range of roles it encompasses. Beyond any simplistic black and white notions of feminism and its implied denials, her embrace of womanhood is courageous and nuanced, comfortable with all its inherent contradictions, and revelling in every shade of its experience.  

The hallmark of her work is her poetic style &ndash; simple, and crisp. Her verse maintains an airiness and ease of touch at all times. Even when the realms she explores are inky and opaque, her words never become obtuse (&lsquo;Macbeth&rsquo;, &lsquo;An Unearthly Night&rsquo;). Similarly, in her shorter, tauter poems, where she plays with the gymnastics of a single sentence, the acrobatics of form do not eclipse the message, and these short pieces strike with the spontaneity of an overheard snippet from a conversation (&lsquo;Tantrum&rsquo;, &lsquo;Reorienting Focus&rsquo;).
Author Description  

Perveen Shakir (1952&ndash;1994), was a Pakistani poet who is highly revered in literary and popular circles in the Urdu-speaking world and its diaspora. To this day, Maah-e-Tamaam (Full Moon), a compilation of her works published during her lifetime, is a staple on Urdu bookshelves in shops and homes. One volume of her verse, Qaf-e-Aaina (Mirror&rsquo;s Rim) was published posthumously. For her poetic works, she received the most coveted literary honours in South Asia, including the Faiz Ahmed Faiz International Award for Poetry in India, and the President&rsquo;s Pride of Performance Award for Literature in Pakistan, among many others.  
</br>  

Naima Rashid is an author, poet, and literary translator. Her forthcoming works include her own poetry and fiction, as well as a series of literary translations from Urdu, Punjabi, and French into English (after 2020). She has a background in linguistics, education, and writing, and has taught French language at the French Consulate of Jeddah, and the Alliance Fran&ccedil;aise de Lahore, and French Literature at Kinnaird College for Women, Lahore. Her writings on visual arts and other subjects have appeared in Newsline magazine and other publications. This is her first book.
",PKR 995,"Selected Poems by Perveen Shakir

Translated from Urdu by Naima Rashid",9780190700430,February 2019,,,Hardback,,308 pages,images/9780190700430.jpg,https://oup.com.pk/forthcoming/defiance-of-the-rose.html
